DOMAIN	ACCESSION	Apophysomyces_elegans_B7760	Apophysomyces_ossiformis__NRRL_A-21654	Apophysomyces_sp___BC1015	Apophysomyces_sp___BC1021	Apophysomyces_sp___BC1034	Apophysomyces_trapeziformis_B9324	Apophysomyces_variabilis__NCCPF_102052	Saksenaea_oblongisporus_B3353	Saksenaea_vasiformis_B4078
VHS	PF00790.19	8	8	7	7	7	5	8	7	7
FKBP_C	PF00254.28	6	6	8	8	9	8	6	7	6
PHM7_cyt	PF14703.6	6	7	7	7	7	9	6	6	8
Drf_FH3	PF06367.16	7	7	7	7	7	6	9	6	7
TPR_11	PF13414.6	7	7	6	5	6	8	6	9	9
Hexokinase_2	PF03727.16	8	7	7	7	7	7	7	7	6
Cation_efflux	PF01545.21	7	7	8	6	8	7	7	5	8
Cys_Met_Meta_PP	PF01053.20	6	6	10	7	9	6	6	6	7
Hexokinase_1	PF00349.21	8	7	7	7	7	7	7	7	6
Transket_pyr	PF02779.24	6	6	9	6	9	7	6	7	7
Rap_GAP	PF02145.15	7	7	8	8	8	7	6	7	5
Patched	PF02460.18	7	7	7	7	7	8	6	6	7
PH_5	PF15405.6	6	6	7	7	7	6	7	8	8
Ubiquitin_2	PF14560.6	13	3	2	1	1	14	3	12	13
Proteasome_A_N	PF10584.9	7	7	7	7	7	7	7	6	7
NTP_transferase	PF00483.23	6	6	11	5	11	6	5	6	6
NAD_binding_2	PF03446.15	6	5	10	6	12	5	5	7	6
Drf_GBD	PF06371.13	8	8	7	6	6	7	7	7	6
AAA_22	PF13401.6	5	6	9	7	8	7	7	6	7
Glyco_tran_28_C	PF04101.16	8	8	8	7	8	6	9	6	2
AA_kinase	PF00696.28	6	6	9	6	10	7	6	6	6
ArfGap	PF01412.18	6	7	8	8	8	6	4	6	9
COesterase	PF00135.28	6	8	8	7	8	7	7	6	5
Cofilin_ADF	PF00241.20	7	7	7	7	7	6	7	7	7
Na_H_Exchanger	PF00999.21	6	5	10	6	10	6	6	6	7
Homeobox_KN	PF05920.11	7	7	7	7	7	7	7	7	5
EFG_II	PF14492.6	6	7	6	6	7	7	7	7	8
Peptidase_S10	PF00450.22	9	8	5	5	5	7	10	6	6
EMP24_GP25L	PF01105.24	7	7	7	7	7	7	6	6	7
JmjC	PF02373.22	5	7	8	8	8	6	6	6	6
GIDA	PF01134.22	6	4	11	7	10	5	5	6	6
Glyco_transf_20	PF00982.21	5	6	9	7	8	5	7	7	6
ATP-synt_C	PF00137.21	6	7	7	7	7	8	6	6	6
Trehalose_PPase	PF02358.16	6	7	7	6	7	6	6	7	8
PABP	PF00658.18	7	6	7	7	7	6	7	7	6
SRF-TF	PF00319.18	7	7	6	7	7	7	7	6	6
2-Hacid_dh_C	PF02826.19	5	5	10	6	12	5	5	6	6
NAD_binding_6	PF08030.12	7	7	5	5	5	7	7	8	8
tRNA-synt_2	PF00152.20	6	6	7	6	9	6	7	6	6
NDK	PF00334.19	7	6	7	7	7	7	5	6	7
Thiolase_N	PF00108.23	6	6	8	6	9	6	6	6	6
XPG_N	PF00752.17	6	7	7	7	7	8	5	7	5
ThrE	PF06738.12	8	7	7	7	7	6	5	6	6
MBOAT	PF03062.19	7	6	7	7	7	6	6	7	6
Dynamin_M	PF01031.20	7	6	6	7	7	6	8	6	6
eIF2A	PF08662.11	7	6	6	7	7	8	7	6	5
Acyl-CoA_ox_N	PF14749.6	6	6	7	7	7	6	5	7	8
RNase_PH	PF01138.21	6	6	8	6	7	8	6	6	6
EMP70	PF02990.16	8	7	9	8	8	6	4	5	4
ACOX	PF01756.19	6	6	7	7	7	6	6	7	7
DEK_C	PF08766.11	5	8	6	6	6	7	6	7	7
Zip	PF02535.22	7	6	7	6	6	8	6	5	7
GTP_EFTU_D3	PF03143.17	7	6	5	4	5	8	7	7	9
Retrotrans_gag	PF03732.17	3	6	9	13	9	2	2	5	9
GRAM	PF02893.20	5	7	8	7	7	7	4	6	7
CS	PF04969.16	6	6	8	8	7	6	7	5	5
FGGY_C	PF02782.16	7	6	7	6	7	6	6	6	6
ClpB_D2-small	PF10431.9	7	5	8	6	9	5	5	6	6
Thiolase_C	PF02803.18	6	6	7	6	8	6	6	6	6
MCM	PF00493.23	6	6	6	7	7	6	6	7	6
FYVE	PF01363.21	7	8	8	7	6	4	4	8	5
Glu_synthase	PF01645.17	6	6	10	6	7	6	6	5	5
SNase	PF00565.17	6	6	6	6	6	8	6	6	6
PDZ_1	PF12812.7	7	7	5	5	5	7	7	7	6
Anticodon_1	PF08264.13	6	6	7	5	8	6	6	6	6
DNA_pol_B	PF00136.21	5	5	6	7	7	6	6	7	7
PfkB	PF00294.24	6	6	8	6	8	6	4	6	6
FGGY_N	PF00370.21	7	6	7	6	7	6	6	6	5
FA_desaturase	PF00487.24	6	6	6	6	7	7	6	6	6
AAA_16	PF13191.6	6	6	5	6	5	9	5	7	7
BTD	PF09270.10	6	7	5	6	6	7	7	6	6
Methyltr_RsmB-F	PF01189.17	6	6	8	6	8	6	6	4	6
CAF1	PF04857.20	6	6	6	6	6	6	7	6	6
MCM_OB	PF17207.3	6	6	6	7	6	6	6	6	6
Dus	PF01207.17	7	6	7	6	8	6	4	6	5
MCM_lid	PF17855.1	6	6	6	7	6	6	6	6	6
Amidohydro_3	PF07969.11	7	7	6	5	7	7	6	5	5
Biotin_carb_N	PF00289.22	5	6	6	6	7	6	6	6	7
HSP20	PF00011.21	7	7	5	4	5	7	6	8	6
MutS_V	PF00488.21	7	6	7	6	6	6	5	5	6
Lactamase_B_2	PF12706.7	5	6	8	6	7	6	4	5	7
BCDHK_Adom3	PF10436.9	5	6	7	7	7	6	6	5	5
FtsJ	PF01728.19	6	7	7	6	8	6	6	4	4
KOW	PF00467.29	6	5	8	7	8	5	5	5	5
CN_hydrolase	PF00795.22	6	5	7	6	9	5	5	5	6
TauD	PF02668.16	6	6	6	5	6	6	8	6	5
MCM_N	PF14551.6	6	6	6	7	6	6	5	6	6
Syja_N	PF02383.18	6	6	6	7	6	6	7	5	5
NTP_transf_3	PF12804.7	5	5	10	4	13	5	4	4	4
DnaJ_C	PF01556.18	7	6	6	5	6	6	5	7	6
DNA_pol_B_exo1	PF03104.19	4	6	7	6	7	5	6	7	6
MIF4G	PF02854.19	6	6	6	6	6	6	6	6	6
DUF2408	PF10303.9	6	6	6	6	6	6	5	6	6
Biotin_carb_C	PF02785.19	5	6	6	6	7	6	6	6	5
Cellulase	PF00150.18	6	6	5	6	6	6	6	6	6
RNase_T	PF00929.24	6	5	7	5	8	5	5	6	6
Chitin_synth_1	PF01644.17	6	6	6	6	6	6	6	5	6
GAS2	PF02187.17	6	6	6	6	6	4	5	6	8
Sterol-sensing	PF12349.8	6	6	6	6	6	6	5	6	6
Tim17	PF02466.19	6	6	6	6	6	6	6	5	6
Sec2p	PF06428.11	6	5	6	6	6	6	6	5	6
DLIC	PF05783.11	8	6	5	6	4	5	6	5	7
Chitin_synth_1N	PF08407.11	6	6	5	6	6	6	6	5	6
PC_rep	PF01851.22	6	6	6	6	6	6	5	6	5
polyprenyl_synt	PF00348.17	5	6	8	6	8	5	6	4	4
FAD_oxidored	PF12831.7	5	4	7	5	8	5	4	7	7
Rad51	PF08423.11	5	6	7	6	7	5	4	6	6
F420_oxidored	PF03807.17	6	4	8	3	8	8	5	4	6
SNARE	PF05739.19	6	5	6	6	6	6	3	7	6
zf-Tim10_DDP	PF02953.15	6	5	6	5	5	6	5	6	7
HET	PF06985.11	1	26	2	2	2	3	13	1	1
SIS	PF01380.22	5	5	7	5	9	5	5	5	5
AAA_23	PF13476.6	6	6	6	7	8	5	3	4	6
AAA_17	PF13207.6	6	6	7	5	6	5	5	6	5
Lyase_1	PF00206.20	5	5	8	5	7	5	6	5	5
AAA_33	PF13671.6	7	6	5	5	5	5	4	7	7
FYRC	PF05965.14	6	7	6	5	5	5	6	5	6
Sigma54_activat	PF00158.26	6	4	10	4	12	4	3	4	4
FF	PF01846.19	6	6	6	6	6	5	6	5	5
Opi1	PF08618.10	5	5	7	7	7	4	4	7	5
PP-binding	PF00550.25	4	4	11	3	15	4	4	3	3
Sec1	PF00995.23	7	6	5	5	5	5	8	5	5
Cupin_8	PF13621.6	5	6	6	6	6	6	5	5	6
Ribosomal_S19	PF00203.21	5	5	6	5	6	7	5	7	5
Aconitase	PF00330.20	5	5	9	5	8	5	5	5	4
SQS_PSY	PF00494.19	5	5	8	5	8	6	6	4	4
Carboxyl_trans	PF01039.22	6	6	6	5	7	5	5	6	5
PTCB-BRCT	PF12738.7	7	8	4	4	4	6	5	6	7
HAD	PF12710.7	5	5	8	5	8	5	4	5	5
CbiA	PF01656.23	4	4	10	4	12	4	4	4	4
SAPS	PF04499.15	5	6	6	5	6	5	7	5	5
FAD_binding_6	PF00970.24	6	5	7	5	7	5	4	6	5
Clathrin_propel	PF01394.20	6	7	5	5	5	6	6	5	5
Ribosomal_L1	PF00687.21	6	5	6	5	6	5	5	7	5
START	PF01852.19	6	6	6	7	6	5	4	6	4
Gln-synt_C	PF00120.24	6	5	8	5	6	5	5	5	5
MutS_III	PF05192.18	5	6	7	6	7	4	4	5	6
Sacchrp_dh_NADP	PF03435.18	5	5	7	6	7	4	5	5	6
Na_sulph_symp	PF00939.19	5	5	6	6	6	5	5	6	6
Glyco_hydro_31	PF01055.26	5	5	6	6	6	4	5	6	7
Xpo1	PF08389.12	5	6	6	5	5	5	5	6	6
Patatin	PF01734.22	5	5	7	5	7	5	5	5	5
SAP	PF02037.27	7	5	7	6	5	3	6	5	5
BAR_3	PF16746.5	4	3	7	7	7	5	4	6	6
PCMT	PF01135.19	5	5	7	5	7	3	3	7	7
TPR_12	PF13424.6	4	3	7	6	8	4	4	6	7
Sds3	PF08598.11	7	6	5	7	7	4	4	5	4
Lon_C	PF05362.13	6	5	6	5	6	5	5	5	6
ArAE_2_N	PF10337.9	4	7	7	6	6	5	2	5	7
Aconitase_C	PF00694.19	5	5	6	5	8	5	5	5	5
HMGL-like	PF00682.19	5	5	7	5	7	5	5	5	5
Hydrolase_6	PF13344.6	6	5	5	6	5	6	6	4	6
NDT80_PhoG	PF05224.12	7	6	5	5	5	5	6	5	5
PIF1	PF05970.14	11	0	2	2	2	16	0	7	9
Thaumatin	PF00314.17	5	4	6	6	6	5	5	5	7
RNase_PH_C	PF03725.15	5	5	6	5	6	7	5	5	5
La	PF05383.17	2	6	7	7	7	6	4	4	6
CDP-OH_P_transf	PF01066.21	7	2	7	6	8	6	3	5	5
Aminotran_4	PF01063.19	6	6	6	5	6	5	5	5	4
DEP	PF00610.21	6	5	6	7	5	4	5	5	5
Ribosomal_S8e	PF01201.22	5	5	6	6	6	5	5	5	5
ANTH	PF07651.16	6	6	5	6	6	5	2	6	6
MMS1_N	PF10433.9	8	6	5	5	5	5	5	4	5
E1_dh	PF00676.20	3	5	7	5	8	5	5	5	5
ADK	PF00406.22	6	5	6	5	6	5	4	6	5
TPR_6	PF13174.6	3	3	8	6	8	3	3	6	8
Trehalase	PF01204.18	5	5	5	5	5	5	6	6	6
AAA_30	PF13604.6	6	3	4	3	8	8	3	7	6
ZZ	PF00569.17	6	6	6	5	5	6	3	6	5
Allantoicase	PF03561.15	8	6	6	5	6	6	4	3	4
Sec63	PF02889.16	5	6	5	5	5	5	5	6	5
Rhomboid	PF01694.22	6	4	7	4	6	4	3	7	6
LON_substr_bdg	PF02190.16	5	5	6	5	6	5	5	5	5
ABC1	PF03109.16	6	5	6	5	6	4	5	5	5
RRM_5	PF13893.6	6	5	4	4	4	8	5	6	5
Y_phosphatase3	PF13350.6	6	5	5	5	5	6	4	5	6
tRNA_SAD	PF07973.14	5	5	6	5	6	6	4	5	5
RIO1	PF01163.22	6	6	5	5	5	4	5	6	5
Syntaxin	PF00804.25	3	6	6	5	5	6	4	6	6
Ribosomal_S7	PF00177.21	5	5	6	5	6	5	5	5	5
ketoacyl-synt	PF00109.26	4	4	9	4	11	4	4	4	3
NTF2	PF02136.20	6	4	5	5	5	4	4	7	7
GHMP_kinases_N	PF00288.26	5	5	5	5	6	4	5	5	6
Ribosomal_S5_C	PF03719.15	5	5	5	5	6	5	5	5	5
HSA	PF07529.13	5	5	5	5	5	5	4	7	5
Xan_ur_permease	PF00860.20	5	5	5	5	6	5	6	5	4
DNA_pol_A_exo1	PF01612.20	4	6	6	6	6	5	5	4	4
Glyco_hydro_16	PF00722.21	5	5	5	5	5	6	5	5	5
Ribosomal_L30	PF00327.20	5	5	6	5	6	4	5	5	5
GCP_C_terminal	PF04130.13	6	6	5	5	5	5	6	4	4
O-FucT	PF10250.9	5	6	5	4	4	6	5	4	7
tRNA-synt_2d	PF01409.20	5	5	6	5	6	4	4	5	6
Sec23_helical	PF04815.15	5	5	5	5	5	6	5	5	5
Y_phosphatase2	PF03162.13	6	5	5	5	4	6	4	5	6
CENP-T_C	PF15511.6	6	5	5	5	5	6	5	4	5
NTP_transf_2	PF01909.23	3	4	9	4	9	4	2	6	5
Flavodoxin_2	PF02525.17	5	5	7	5	7	5	2	6	4
Sec23_trunk	PF04811.15	5	5	5	5	5	6	5	5	5
Sec23_BS	PF08033.12	5	5	5	5	5	6	5	5	5
VASt	PF16016.5	6	5	6	6	6	4	4	3	5
tRNA-synt_1b	PF00579.25	4	4	8	4	8	4	4	4	5
W2	PF02020.18	5	5	5	5	5	5	5	5	5
Dis3l2_C_term	PF17877.1	5	5	5	6	5	5	5	4	5
Glyco_transf_4	PF13439.6	5	4	9	4	10	4	1	4	4
Brix	PF04427.18	5	5	5	5	5	5	5	5	5
Prot_ATP_ID_OB	PF16450.5	5	5	5	5	5	5	5	5	5
FAD-oxidase_C	PF02913.19	4	5	6	4	8	4	5	3	6
HAD_2	PF13419.6	4	4	9	5	8	4	3	4	4
Ribosomal_S5	PF00333.20	5	5	5	4	6	5	5	5	5
AIG1	PF04548.16	6	7	3	3	4	8	6	2	6
RSN1_TM	PF13967.6	6	6	5	4	3	8	4	3	6
AAA_21	PF13304.6	7	7	3	4	7	8	3	2	4
TAF	PF02969.17	4	5	5	5	5	6	5	5	5
CHCH	PF06747.13	5	5	5	5	5	5	4	5	6
Peptidase_C26	PF07722.13	4	4	8	6	6	4	4	4	4
CRAL_TRIO_N	PF03765.15	5	5	5	5	5	5	5	5	4
Vps5	PF09325.10	6	5	5	5	5	3	6	6	3
Ribosomal_L2	PF00181.23	5	4	6	5	6	4	4	5	5
DDHD	PF02862.17	6	5	5	5	5	3	4	4	7
PQQ_2	PF13360.6	4	5	6	6	8	4	4	3	4
Sod_Cu	PF00080.20	5	5	5	5	5	4	4	6	5
Pyridoxal_deC	PF00282.19	4	4	6	7	7	4	5	4	3
WRKY	PF03106.15	6	6	4	5	5	5	6	3	4
EFG_IV	PF03764.18	4	5	5	4	6	5	5	5	5
Gly_transf_sug	PF04488.15	5	5	5	5	5	7	4	3	5
XPG_I	PF00867.18	5	5	5	5	5	5	5	4	5
Glyco_hydro_3	PF00933.21	5	6	5	5	5	5	5	4	4
PMT	PF02366.18	5	6	5	4	4	5	4	6	5
FYRN	PF05964.14	5	6	6	6	6	5	3	3	4
Pribosyltran_N	PF13793.6	5	5	5	5	6	5	5	4	4
Peptidase_M1_N	PF17900.1	4	4	6	6	6	5	4	4	5
PSP1	PF04468.12	5	5	5	5	5	5	5	4	5
Nuc_sug_transp	PF04142.15	5	5	5	5	5	6	5	4	4
zf-CCCH_2	PF14608.6	4	8	5	5	5	5	5	4	3
DHHC	PF01529.20	6	5	3	7	7	7	2	2	5
DegT_DnrJ_EryC1	PF01041.17	3	4	8	4	10	6	3	3	3
Peptidase_M20	PF01546.28	4	5	6	4	6	5	5	4	4
IF4E	PF01652.18	4	5	5	5	5	5	5	4	5
DUF4097	PF13349.6	4	3	7	7	7	5	3	3	4
Pribosyl_synth	PF14572.6	4	5	5	5	6	6	4	4	4
Cullin_Nedd8	PF10557.9	5	5	5	5	5	5	4	4	5
AAA_25	PF13481.6	5	4	6	4	6	6	2	5	5
Malic_M	PF03949.15	5	5	5	4	6	5	5	4	4
DnaJ_CXXCXGXG	PF00684.19	6	5	5	4	5	4	4	5	5
zf-rbx1	PF12678.7	5	6	6	5	6	7	3	2	3
DNA_ligase_A_M	PF01068.21	6	5	4	4	4	5	6	4	5
Glyco_transf_21	PF13506.6	4	4	6	5	7	4	4	5	4
CPSF_A	PF03178.15	4	5	5	5	5	5	5	5	4
Peptidase_C12	PF01088.21	5	5	5	5	5	4	6	3	4
Trypsin_2	PF13365.6	5	5	5	3	6	5	5	4	4
ABC_trans_N	PF14510.6	4	4	5	5	5	4	4	5	6
2-oxoacid_dh	PF00198.23	4	4	6	4	6	4	5	4	5
6PF2K	PF01591.18	4	4	5	5	5	4	5	5	5
Peptidase_M1	PF01433.20	4	4	6	5	6	4	3	4	6
Glucosamine_iso	PF01182.20	4	4	5	4	6	5	5	5	4
Vps51	PF08700.11	5	4	5	4	4	5	5	5	5
LisH	PF08513.11	5	4	5	5	5	6	5	2	5
TAL_effector	PF03377.13	0	0	16	0	25	0	0	0	0
THF_DHG_CYH_C	PF02882.19	4	5	5	4	5	6	4	4	4
MFS_1_like	PF12832.7	3	5	8	7	9	3	1	3	2
cobW	PF02492.19	3	4	6	5	6	4	4	5	4
Inhibitor_I9	PF05922.16	5	5	4	4	4	5	4	5	5
Transketolase_C	PF02780.20	4	4	5	4	5	5	4	5	5
HSP90	PF00183.18	4	4	6	4	5	6	4	4	4
Adap_comp_sub	PF00928.21	6	4	5	5	5	4	4	3	5
PTR2	PF00854.21	3	3	4	4	4	4	3	6	10
MutS_IV	PF05190.18	5	4	6	5	6	4	3	4	4
K_oxygenase	PF13434.6	6	4	3	4	5	6	4	5	4
THF_DHG_CYH	PF00763.23	4	4	5	4	5	6	4	4	4
Glyoxalase	PF00903.25	5	5	4	5	5	5	4	3	4
DUF3020	PF11223.8	5	4	6	6	6	4	4	2	3
E3_binding	PF02817.17	4	4	6	4	6	4	4	4	4
DNA_pol3_delta2	PF13177.6	4	4	7	4	5	4	3	5	4
zf-Sec23_Sec24	PF04810.15	5	4	4	4	4	6	4	5	4
ANF_receptor	PF01094.28	5	4	5	4	5	5	3	5	4
BAG	PF02179.16	5	5	4	4	4	4	5	5	4
SBF_like	PF13593.6	4	5	4	5	5	5	4	4	4
Thioredoxin_6	PF13848.6	5	4	4	4	4	5	5	5	4
GCP_N_terminal	PF17681.1	5	5	5	5	5	2	4	4	5
ACT_7	PF13840.6	3	5	5	5	6	4	3	4	5
Haspin_kinase	PF12330.8	4	4	5	5	6	4	4	4	4
ADH_N_2	PF16884.5	6	5	4	3	4	6	7	3	2
Peptidase_M13_N	PF05649.13	3	3	3	3	3	3	3	8	11
PMT_4TMC	PF16192.5	4	5	5	5	5	5	3	4	4
Ribosomal_S9	PF00380.19	4	4	4	4	5	6	4	4	5
tRNA-synt_1d	PF00750.19	4	4	4	4	5	5	5	4	4
B56	PF01603.20	4	4	5	6	5	4	3	4	4
FUSC	PF04632.12	3	2	6	4	6	5	3	5	5
Mcp5_PH	PF12814.7	5	5	4	4	4	5	5	4	3
Rad17	PF03215.15	5	6	4	4	5	6	2	3	4
Ribosomal_L2_C	PF03947.18	5	4	4	4	4	4	4	5	5
MutS_II	PF05188.17	5	4	5	4	5	4	4	4	4
Arginase	PF00491.21	4	4	5	4	5	4	4	5	4
PGM_PMM_I	PF02878.16	4	4	5	4	6	4	4	4	4
MutS_I	PF01624.20	5	4	5	4	5	4	4	4	4
SMC_hinge	PF06470.13	4	4	5	4	4	5	4	4	5
CP2	PF04516.15	3	5	5	5	5	5	3	3	5
Ribosom_S12_S23	PF00164.25	3	4	5	4	5	4	5	4	5
malic	PF00390.19	4	4	4	4	7	4	4	4	4
PS_Dcarbxylase	PF02666.15	5	4	4	4	5	5	4	4	4
UPF0020	PF01170.18	5	4	7	4	5	4	2	5	3
M20_dimer	PF07687.14	4	4	6	4	5	4	4	4	4
Ribosomal_S13	PF00416.22	5	4	5	4	5	4	4	4	4
KA1	PF02149.19	4	5	5	5	5	4	4	4	3
ANAPC3	PF12895.7	3	3	7	6	6	2	2	4	6
HhH-GPD	PF00730.25	3	4	5	4	7	5	4	2	4
DALR_1	PF05746.15	4	4	6	4	5	5	2	4	4
Peptidase_M13	PF01431.21	3	3	3	3	3	3	3	7	10
Pyrophosphatase	PF00719.19	4	4	5	4	5	4	4	4	4
Glyco_trans_4_4	PF13579.6	4	4	6	4	7	4	1	4	4
ACAS_N	PF16177.5	4	4	5	4	5	4	4	4	4
Ribosomal_L11_N	PF03946.14	4	5	5	4	4	4	4	4	4
1-cysPrx_C	PF10417.9	4	4	5	4	5	4	4	4	4
ERG4_ERG24	PF01222.17	4	5	4	4	4	4	5	4	4
Ysc84	PF04366.12	4	5	5	4	5	4	4	3	4
RdRP	PF05183.12	4	4	4	4	4	5	5	4	4
ABC_membrane_2	PF06472.15	4	5	5	4	5	4	3	4	4
Ribosomal_L22	PF00237.19	4	4	5	4	5	4	4	4	4
PIN_4	PF13638.6	4	4	4	5	5	4	4	4	4
Surp	PF01805.20	5	4	4	4	4	5	5	3	4
Carn_acyltransf	PF00755.20	4	4	4	4	4	4	6	4	4
PUA	PF01472.20	4	4	5	4	5	4	4	4	4
Complex1_LYR_2	PF13233.6	4	4	3	4	4	5	4	5	5
Ion_trans_2	PF07885.16	3	3	5	5	5	6	1	5	5
RNA_pol_L	PF01193.24	4	4	5	4	5	4	4	4	4
BTB_2	PF02214.22	4	4	5	5	5	4	4	3	4
PFK	PF00365.20	6	4	4	4	4	4	4	4	4
AdoHcyase	PF05221.17	4	4	5	4	5	4	4	4	4
PhyH	PF05721.13	4	4	4	4	5	5	4	4	4
Mg_chelatase	PF01078.21	4	4	4	5	6	4	4	3	4
Ribosomal_L23	PF00276.20	4	4	5	4	5	4	4	4	4
ArsA_HSP20	PF17886.1	5	5	3	3	3	5	3	7	4
HD	PF01966.22	5	3	6	3	7	4	2	4	4
Ribosomal_L11	PF00298.19	4	4	5	4	5	4	4	4	4
GDI	PF00996.18	4	4	4	4	4	4	5	4	4
DUF1640	PF07798.11	4	4	4	4	5	4	4	4	4
Ribosomal_S26e	PF01283.19	5	3	4	4	4	4	4	5	4
Glyco_hydro_9	PF00759.19	6	4	4	4	4	4	4	3	4
Histone_H2A_C	PF16211.5	5	5	4	2	4	5	3	5	4
dCMP_cyt_deam_1	PF00383.23	4	4	6	4	6	4	3	3	3
Alginate_lyase	PF05426.12	4	4	4	4	4	5	4	4	4
AAA_18	PF13238.6	4	4	4	4	4	4	4	6	3
PBP	PF01161.20	3	3	5	3	5	5	4	4	5
Nramp	PF01566.18	4	4	4	4	4	5	4	4	4
TatD_DNase	PF01026.21	3	4	6	3	5	4	4	4	4
DNA_methylase	PF00145.17	4	4	6	4	7	3	2	3	4
Kinesin_assoc	PF16183.5	5	5	4	4	4	2	5	4	4
GDA1_CD39	PF01150.17	4	4	4	4	4	4	5	4	4
Peptidase_S15	PF02129.18	4	4	4	5	5	4	4	3	4
FAT	PF02259.23	4	4	4	4	4	4	4	4	5
Cytochrom_C	PF00034.21	2	2	11	2	12	2	2	2	2
RasGAP_C	PF03836.15	4	4	4	4	4	5	4	4	4
Ligase_CoA	PF00549.19	4	4	4	4	5	4	4	4	4
GAT	PF03127.14	3	5	4	4	4	4	4	5	4
Peptidase_M41	PF01434.18	4	4	5	4	5	4	4	3	4
PAP2	PF01569.21	5	3	5	4	4	4	3	4	5
Ribosomal_S14	PF00253.21	4	4	5	4	4	4	3	4	4
2-Hacid_dh	PF00389.30	3	2	6	4	7	3	3	4	4
Ribosomal_L24e	PF01246.20	4	4	4	4	4	4	4	4	4
Toprim	PF01751.22	3	3	8	3	8	3	2	3	3
FMN_dh	PF01070.18	4	4	4	4	6	4	4	3	3
ENTH	PF01417.20	4	3	4	5	4	3	3	5	5
Pex24p	PF06398.11	4	5	4	5	4	4	4	3	3
Nucleotid_trans	PF03407.16	4	4	4	4	4	4	4	4	4
MA3	PF02847.17	4	4	4	4	4	4	4	4	4
BRO1	PF03097.18	4	4	4	4	4	4	4	4	4
CK_II_beta	PF01214.18	4	4	5	5	5	3	4	3	3
IlvN	PF07991.12	4	4	4	3	4	4	5	5	3
Ribosomal_L27A	PF00828.19	4	4	4	4	4	4	4	4	4
Ribosomal_L15e	PF00827.17	4	4	4	4	4	4	4	4	4
SUI1	PF01253.22	4	4	4	4	4	4	4	4	4
Anp1	PF03452.14	4	4	4	4	4	4	4	4	4
Utp12	PF04003.12	4	4	4	4	4	4	4	4	4
TIG	PF01833.24	4	5	4	4	4	4	3	4	4
SPARC_Ca_bdg	PF10591.9	5	5	3	3	3	5	5	4	3
Mitofilin	PF09731.9	4	4	4	4	4	4	4	4	4
IF-2B	PF01008.17	4	4	4	4	4	4	4	4	4
MaoC_dehydratas	PF01575.19	4	4	4	4	4	4	4	4	4
Suc_Fer-like	PF06999.12	4	4	4	4	4	4	4	4	4
Ribosomal_L30_N	PF08079.12	4	4	4	4	4	4	4	4	4
GED	PF02212.18	4	4	4	4	4	4	4	4	4
Prefoldin_2	PF01920.20	4	5	4	4	4	4	4	3	4
MitMem_reg	PF13012.6	4	4	4	4	4	4	4	4	4
ATP-synt_ab_C	PF00306.27	4	4	3	2	3	5	5	4	5
Alpha_adaptinC2	PF02883.20	4	4	4	4	4	3	4	4	4
DUF4217	PF13959.6	4	4	4	4	4	4	4	4	3
FATC	PF02260.20	3	4	5	4	4	4	3	5	3
Fer4	PF00037.27	3	3	7	3	8	3	2	3	3
KH_2	PF07650.17	3	3	6	3	6	3	3	4	4
PEX11	PF05648.14	3	4	4	4	4	4	4	4	4
Tup_N	PF08581.10	4	4	4	4	4	3	4	3	5
Phos_pyr_kin	PF08543.12	4	3	6	2	6	4	4	3	3
FKS1_dom1	PF14288.6	3	4	4	4	4	4	4	4	4
SWIRM-assoc_1	PF16495.5	3	4	4	4	4	4	4	4	4
Mannosyl_trans3	PF11051.8	4	4	4	4	4	4	4	3	4
ERCC3_RAD25_C	PF16203.5	4	4	4	4	4	4	5	3	3
Ribosomal_L10	PF00466.20	4	3	5	4	5	4	4	3	3
Glyco_hydro_20	PF00728.22	4	4	4	4	4	4	3	4	4
R3H	PF01424.22	4	7	4	3	4	4	3	3	3
SpoIIE	PF07228.12	4	4	4	4	4	4	4	4	3
LPMO_10	PF03067.15	0	9	3	3	3	8	2	3	4
TFIID_20kDa	PF03847.13	4	4	4	3	4	4	4	4	4
ELO	PF01151.18	4	4	5	5	4	3	3	4	3
AAA_31	PF13614.6	2	2	10	3	9	2	2	2	3
DUF4203	PF13886.6	4	5	4	4	4	3	3	4	4
Prefoldin	PF02996.17	4	5	4	4	4	4	2	4	4
TFIIB	PF00382.19	4	4	4	4	4	4	3	4	4
RWD	PF05773.22	4	4	4	4	4	4	4	3	4
Methyltransf_2	PF00891.18	2	4	4	3	5	3	1	7	6
Ribosomal_L5_C	PF00673.21	3	3	5	4	5	3	3	4	4
DUF2370	PF10176.9	3	4	4	4	4	3	4	4	4
Lactamase_B_6	PF16661.5	4	4	4	4	3	4	4	3	4
DUF3336	PF11815.8	4	3	4	4	4	4	3	4	4
MOZ_SAS	PF01853.18	4	5	4	4	4	3	3	3	4
ParA	PF10609.9	3	3	7	3	6	3	3	3	3
SIR2	PF02146.17	4	4	4	4	4	4	4	3	3
Ribosomal_L13	PF00572.18	3	3	5	4	5	3	3	4	4
MoCF_biosynth	PF00994.24	3	3	6	3	7	3	3	3	3
BET	PF17035.5	3	4	4	4	4	5	4	3	3
Trehalase_Ca-bi	PF07492.11	4	4	4	4	4	4	3	4	3
Sin3a_C	PF16879.5	5	4	4	4	4	3	4	4	2
SH3BGR	PF04908.15	4	3	4	4	4	4	3	4	4
